id,gender,age,height,body_volume,ethnicity,hair_color,hairstyle,beard,moustache,glasses,head_accessories,upper_body_clothing,lower_body_clothing,footwear,accessories
2482,0,4,3,1,4,4,2,0,0,3,4,8,2,1,0
2485,1,3,2,1,0,1,2,1,1,2,4,8,2,0,7
2486,1,4,2,1,0,1,1,1,1,2,4,0,1,0,7
2491,0,3,2,1,4,0,1,0,0,2,4,0,3,0,1
2492,0,2,2,1,4,1,1,1,1,2,4,8,0,1,7
2493,0,3,2,1,4,1,1,2,2,2,4,8,2,0,1
2494,1,3,2,1,4,1,2,1,1,2,4,0,3,0,7
2499,1,3,2,1,4,1,3,1,1,2,4,0,2,0,0
2504,0,3,2,1,4,1,1,1,1,0,4,2,0,1,1
2505,0,3,2,1,4,1,2,2,2,2,4,8,2,1,7
2535,0,3,3,1,4,6,5,2,2,3,4,2,2,3,1
2536,1,3,2,1,4,1,3,1,1,2,0,0,2,0,1
2537,0,3,2,1,4,0,2,0,0,2,4,0,2,0,7
2538,0,3,2,1,4,6,5,2,2,3,4,0,2,0,7
2540,0,5,2,2,4,1,1,0,0,1,4,8,2,1,1
2542,1,2,2,1,0,1,1,1,1,2,4,0,2,6,7
2545,1,8,4,1,4,0,3,2,1,2,4,0,9,6,0
2546,2,3,2,1,4,0,1,1,1,0,4,0,0,0,1
2547,0,3,3,1,0,1,1,1,1,2,0,0,2,0,1
2548,0,3,2,1,4,0,5,0,0,3,0,0,0,6,1
2550,1,2,2,0,4,0,2,1,1,0,4,0,3,0,1
2551,1,4,2,1,4,1,3,1,1,2,4,1,2,0,0
2554,1,3,2,1,4,1,3,1,1,2,0,0,4,1,1
2556,1,2,2,1,4,1,3,1,1,2,4,0,9,0,7
2557,0,2,2,1,0,1,1,1,1,2,4,0,3,0,0
2560,1,3,2,1,4,1,3,1,1,2,4,6,6,4,7
2561,1,3,2,1,4,1,1,1,1,0,4,0,2,0,1
2563,0,3,3,1,4,0,1,2,2,2,0,0,2,0,1
2566,1,3,2,1,4,6,5,1,1,3,0,2,2,0,0
2570,1,3,2,1,4,0,1,1,1,2,4,0,2,0,7
2572,1,3,3,1,4,1,3,1,1,0,4,12,2,0,0
2573,0,3,3,0,4,0,1,0,0,2,4,10,0,0,1
2575,1,3,2,1,4,1,1,0,0,0,0,8,3,0,1
2576,1,4,2,1,4,1,3,1,1,2,4,0,0,4,2
2578,1,3,3,1,4,0,2,1,1,2,4,8,2,1,7
2580,0,3,3,1,4,1,2,1,1,2,4,8,3,0,1
2584,0,3,3,1,4,0,1,0,0,2,4,10,2,0,1
2585,0,3,3,0,4,1,2,1,1,2,4,0,0,0,1
2587,0,3,3,0,4,0,1,1,1,2,4,8,2,1,0
2596,1,3,2,1,4,1,3,1,1,2,4,0,2,0,1
2598,1,2,2,0,4,0,2,1,1,2,4,0,2,0,0
2599,0,3,2,1,4,1,2,1,1,2,4,8,2,0,7
2600,1,3,2,1,0,1,3,1,1,2,4,6,6,3,2
2604,1,3,2,0,4,0,3,1,1,2,4,0,2,6,0
2606,1,3,2,0,4,1,3,1,1,2,4,2,0,0,2
2609,1,3,2,1,4,0,3,1,1,2,4,0,0,0,0
2611,0,3,2,1,4,0,2,1,1,2,3,0,2,0,7
2612,2,3,2,1,4,1,2,1,1,2,4,0,9,0,7
2617,2,8,4,3,4,5,5,2,2,2,4,12,9,6,0
2622,1,3,2,1,4,1,3,1,1,0,4,0,3,0,1
2624,0,3,3,1,0,2,1,0,0,2,4,0,0,0,1
2626,2,3,1,1,4,5,5,1,1,2,4,1,2,4,7
2627,0,5,2,1,4,0,1,0,1,1,0,0,3,0,7
2629,1,2,2,0,4,0,3,1,1,2,4,1,4,3,2
2630,1,2,2,1,0,1,4,1,1,2,4,0,3,0,7
2631,1,4,2,1,4,1,1,2,2,1,0,0,3,0,1
2634,1,3,2,1,0,1,3,1,1,0,4,0,0,0,7
2635,2,3,2,1,4,1,2,1,1,2,4,0,3,0,7
2636,1,3,2,1,4,1,3,1,1,2,4,6,6,0,2
2639,1,3,3,1,4,1,3,1,1,1,0,11,4,4,2
2640,1,3,2,1,4,1,3,1,1,2,4,0,2,0,2
2641,0,3,2,1,4,1,2,1,1,2,4,0,3,0,0
2643,1,3,3,1,4,0,1,1,1,2,4,0,2,0,1
2645,2,3,2,0,4,6,3,1,1,2,4,0,2,0,7
2646,1,4,2,1,0,1,2,1,1,2,4,12,6,0,1
2647,1,3,2,1,2,0,3,1,1,2,0,1,0,0,1
2649,1,3,2,1,4,0,3,1,1,2,4,0,9,6,0
2651,1,2,2,1,4,0,1,2,2,2,4,12,4,2,7
2656,0,3,2,1,4,0,1,0,0,2,4,0,0,6,1
2659,1,3,2,0,4,0,2,1,1,2,4,0,3,0,1
2661,1,3,2,1,4,0,2,1,1,0,4,8,2,0,7
2662,0,3,2,1,4,1,2,2,2,2,4,8,3,1,0
2663,2,3,2,1,4,1,4,1,1,2,4,0,2,0,0
2664,0,3,3,1,4,1,1,1,1,2,4,0,3,3,7
2665,2,3,2,1,4,1,2,1,1,2,0,0,2,0,8
2669,0,3,2,1,4,1,1,1,1,0,4,8,2,1,7
2670,0,3,2,1,4,0,1,1,1,2,0,0,9,6,1
2671,1,2,2,1,4,0,5,2,1,2,4,6,9,0,0
2673,1,3,2,1,4,1,2,1,1,2,4,0,2,4,2
2679,1,4,3,1,4,4,1,1,1,0,4,8,2,1,7
2682,0,3,3,0,4,0,1,2,2,2,4,0,3,0,1
2684,0,2,2,1,4,0,1,1,1,2,4,0,3,0,7
2689,1,2,2,1,4,6,5,2,2,2,4,0,9,0,7
2690,0,3,2,2,4,6,5,2,2,2,0,8,2,3,7
2710,2,3,3,0,4,0,1,1,1,0,4,12,9,0,7
2720,1,3,2,1,4,1,3,1,1,1,4,6,3,5,2
2722,1,4,2,1,4,1,3,1,1,2,3,8,3,1,0
2724,2,3,3,1,4,6,5,2,2,3,0,12,2,0,1
2726,1,4,2,1,4,1,3,1,1,2,0,2,2,3,7
2729,0,3,2,1,4,0,1,0,0,1,4,0,3,0,1
2732,0,3,2,1,4,0,2,1,1,3,4,0,3,0,1
2733,0,3,2,1,4,1,1,0,0,2,4,2,2,1,5
2736,2,3,3,1,4,0,1,0,0,2,4,2,0,0,7
2738,1,3,2,1,4,1,3,1,1,2,4,12,2,6,7
2739,2,2,2,1,4,1,3,1,1,0,4,0,2,0,4
2743,1,3,2,1,4,1,2,1,1,0,4,8,0,0,0
2746,2,3,2,1,4,6,5,2,2,2,0,0,2,0,1
2748,0,3,2,1,4,0,1,2,2,0,0,0,3,0,1
2753,1,3,3,1,0,1,3,1,1,3,4,12,2,3,0
2755,0,6,2,1,0,4,2,0,0,2,0,8,2,0,7
2758,1,4,2,1,0,2,1,1,1,2,4,8,0,0,0
2759,1,3,2,1,4,1,3,1,1,2,4,1,2,6,1
2762,2,3,2,1,4,1,1,1,1,0,4,0,0,0,7
2768,2,6,3,1,0,1,2,1,1,1,4,8,2,4,0
2771,0,3,2,1,4,0,1,0,0,3,4,0,0,0,1
2772,0,3,2,1,4,1,2,0,0,2,4,0,3,0,0
2773,2,3,3,1,4,1,3,1,1,2,4,0,2,0,7
2775,1,3,2,1,0,1,1,1,1,2,4,0,2,0,5
2776,1,3,2,1,4,0,3,1,1,2,0,8,0,0,1
2777,1,3,2,2,4,1,3,1,1,1,4,6,6,4,0
2779,1,3,2,0,4,6,3,1,1,2,4,11,0,0,7
2780,0,3,2,1,4,1,1,0,0,0,0,10,2,0,1
2781,1,3,3,1,4,1,4,1,1,2,4,0,3,0,7
2783,1,3,2,1,0,2,3,1,1,2,4,6,3,4,2
2784,1,3,2,1,4,1,3,1,1,2,4,0,3,0,1
2789,0,3,2,1,4,0,1,1,1,0,4,8,2,1,1
2792,0,3,2,1,4,0,2,1,1,2,4,0,2,1,1
2800,1,2,2,0,4,1,3,1,1,2,4,6,6,0,1
2801,1,3,2,0,0,1,3,1,1,2,4,6,6,0,7
2803,0,3,2,0,4,1,1,1,1,2,4,8,2,1,1
2804,1,3,3,1,4,1,3,1,1,3,4,0,2,0,1
2811,2,3,2,1,4,0,1,1,1,2,4,10,3,6,1
2812,1,3,2,1,0,1,3,1,1,1,4,0,3,4,2
2813,1,2,2,1,0,1,4,1,1,2,4,8,3,0,7
2816,0,3,2,1,3,0,1,1,2,2,4,8,0,0,7
2824,1,3,2,1,4,1,3,1,1,0,4,0,2,0,1
2826,1,3,2,1,4,1,3,1,1,2,4,0,3,0,1
2827,0,3,2,1,4,1,1,2,2,0,4,8,0,0,1
2828,2,3,3,1,4,1,1,1,1,2,4,0,2,0,6
2829,0,3,2,1,4,0,1,0,1,0,4,8,2,1,0
2835,2,3,2,1,4,6,5,2,2,2,0,3,2,0,7
2837,0,3,2,1,4,1,1,0,0,2,4,0,0,0,1
2838,1,6,2,1,4,1,2,1,1,0,0,0,2,6,0
2839,1,3,2,1,4,0,2,1,1,0,4,0,2,0,1
2842,1,3,2,1,4,1,3,1,1,2,4,2,2,0,0
2843,2,3,2,1,0,1,1,1,1,0,0,0,3,0,1
2849,0,3,2,1,4,1,1,0,0,3,4,0,9,6,7
2852,2,3,2,1,4,1,3,1,1,2,4,0,3,0,6
2853,0,6,2,1,0,4,1,0,0,0,0,8,2,1,1
2854,1,3,2,1,4,1,3,1,1,2,4,8,3,0,7
2856,2,3,2,1,0,1,1,1,1,2,4,8,2,0,1
2857,1,3,2,1,4,1,3,1,1,2,4,0,2,0,7
2864,1,3,2,1,0,1,3,1,1,0,4,12,2,1,2
2865,0,2,3,0,4,0,1,1,1,2,0,0,2,0,1
2867,0,3,2,1,4,1,2,0,0,2,4,8,0,0,7
2868,1,3,2,1,4,1,3,1,1,2,4,8,4,4,2
2869,0,3,2,1,4,1,1,1,1,0,0,0,3,4,1
2871,1,3,2,1,4,2,3,1,1,2,4,0,3,4,7
2872,1,3,2,1,4,0,3,1,1,2,4,0,2,0,1
2873,0,3,2,1,4,1,3,1,1,0,4,0,2,0,0
2874,1,3,2,0,4,1,3,1,1,0,4,0,0,0,1
2875,0,3,2,0,0,1,2,1,1,2,4,0,3,0,1
2876,0,3,3,1,0,1,2,1,1,3,4,0,0,0,1
2880,1,6,4,1,4,1,2,2,1,2,4,0,9,6,0
2882,0,3,2,1,4,6,5,2,2,2,4,0,3,0,3
2884,0,3,2,1,4,1,3,2,2,2,4,0,9,6,1
2885,0,3,3,0,0,1,1,1,1,2,4,0,3,0,7
2888,1,3,2,1,0,1,3,1,1,1,0,12,9,0,1
2896,1,3,2,1,4,0,3,1,1,2,4,0,0,6,0
2903,2,3,2,1,4,6,5,2,2,3,4,2,0,3,7
2908,1,3,2,1,0,1,2,1,1,3,4,0,0,0,1
2912,2,3,3,1,4,0,1,1,1,1,0,8,2,1,7
2914,1,2,2,1,4,0,3,2,1,2,4,0,0,9,0
2920,2,3,2,1,4,6,3,1,1,2,4,12,4,0,8
2924,0,3,2,1,4,1,3,1,1,2,0,0,1,0,0
2926,2,3,2,1,4,0,1,1,1,0,4,0,3,0,7
2931,0,3,2,1,4,0,1,2,2,2,4,0,2,0,7
2932,0,3,2,1,4,6,5,2,2,2,0,0,3,0,0
2934,0,3,3,0,0,1,1,1,1,2,4,0,2,0,6
2937,0,3,3,1,4,1,2,1,1,0,4,0,2,0,1
2938,1,3,2,1,4,1,3,1,1,0,4,1,2,1,0
2940,0,3,2,1,4,1,2,1,1,2,4,0,2,6,1
2944,1,4,2,1,0,1,3,1,1,2,4,6,6,4,7
2946,1,3,2,1,0,1,2,1,1,0,4,6,0,0,0
2947,2,3,2,1,4,0,2,1,1,2,4,0,3,0,1
2948,0,3,2,1,4,0,2,2,2,2,4,0,0,0,1
2949,1,3,2,1,4,1,4,1,1,1,4,0,2,0,0
2950,0,3,2,0,0,1,2,1,1,2,4,0,3,0,1
2953,0,2,2,1,4,1,2,1,1,1,4,0,2,0,1
2958,0,3,2,1,4,1,3,1,1,2,4,0,3,0,1
2959,2,3,3,1,4,6,3,1,1,2,4,0,2,0,7
2961,0,3,2,1,4,1,1,0,0,0,4,8,2,0,1
2962,0,2,2,0,4,1,2,1,1,2,4,0,2,0,7
2963,0,3,2,0,4,1,2,1,1,2,4,8,2,0,1
2965,1,3,2,1,4,0,3,1,1,2,4,0,2,0,0
2966,1,7,2,1,4,4,3,1,1,3,4,0,2,4,1
2968,1,4,3,1,4,0,0,1,1,0,4,8,0,1,1
2971,1,3,2,1,4,1,2,1,1,2,1,6,6,0,1
2972,1,3,2,1,4,1,3,1,1,2,4,6,6,4,7
2978,0,3,2,1,4,1,1,2,2,2,4,8,2,1,1
2980,0,3,3,1,4,0,1,0,0,0,0,8,0,0,0
2983,1,3,2,1,4,1,3,1,1,2,4,12,2,0,1
2984,0,3,2,0,4,0,2,1,1,2,4,0,3,0,1
2987,0,3,2,1,0,1,2,1,1,2,4,0,2,0,0
2989,0,2,2,1,2,0,1,1,1,2,4,0,2,0,7
2990,2,3,2,1,4,6,5,2,2,3,0,2,3,0,1
2991,0,3,2,1,4,1,2,1,1,0,4,0,3,0,6
2992,1,3,2,1,4,1,3,1,1,2,4,0,2,1,7
2993,0,3,2,1,4,0,1,1,1,2,4,8,2,1,1
2995,0,3,2,1,4,0,2,1,1,2,4,8,2,0,1
3001,0,3,2,1,4,1,2,1,1,2,4,3,2,0,1
3003,0,3,2,1,4,0,2,1,0,2,4,0,3,0,1
3007,1,2,2,0,4,0,1,1,1,0,0,8,3,0,1
3008,0,3,2,1,4,0,1,1,1,0,0,0,2,0,1
3011,1,4,2,2,0,1,2,1,1,0,3,3,9,6,2
3013,0,2,2,1,4,0,2,0,0,2,4,0,3,0,1
3015,2,3,3,1,4,0,1,1,1,2,0,3,2,3,4
3018,0,3,2,1,4,0,1,2,2,2,0,0,3,0,7
3020,1,3,2,1,0,1,3,1,1,2,4,0,0,0,0
3023,0,3,2,1,4,0,1,0,1,0,4,8,2,1,0
3025,1,3,2,1,4,1,3,1,1,2,4,0,2,4,0
3026,0,2,2,1,4,1,3,2,2,2,4,0,2,0,8
3029,0,2,2,1,4,1,1,1,1,2,4,0,3,6,1
3030,1,3,2,1,4,6,5,1,1,2,4,0,2,6,0
3034,0,3,2,1,4,1,2,1,1,0,4,0,3,0,1
3039,0,2,4,1,4,0,1,2,2,2,4,0,12,9,6
3040,0,3,2,1,4,0,1,1,1,0,4,0,2,0,0
3044,0,3,2,0,4,0,1,0,0,2,4,0,3,0,1
3045,2,8,4,3,4,6,5,2,2,3,4,12,2,6,8
3046,1,2,2,1,2,0,2,1,1,0,4,0,2,0,1
3048,0,3,2,1,4,6,2,1,1,1,4,8,2,1,4
3049,0,3,2,1,4,6,5,2,2,0,4,0,2,0,1
3050,1,3,2,1,4,1,3,1,1,2,4,0,2,6,1
3052,2,3,3,1,4,0,3,1,1,2,4,0,2,0,7
3058,1,3,2,1,4,1,3,1,1,1,4,0,2,0,0
3060,0,3,2,1,4,6,5,2,2,2,4,0,0,0,1
